x;y;life_span;mean_SpectralNorm;max_SpectralNorm;trend_SpectralNorm;mean_DeltaSpec;max_DeltaSpec;n_role_changes;EvolutionType;index_right;Name;Name_en;dist_to_station
4197205;6930936;28;0.019027679402514135;0.02106053493161133;-6.900721215682517e-05;0.0004979602742198317;0.0023026872862857116;0;0;224;Сабурово;Saburovo;0.3605660698134854
4197992;6695932;40;0.036969912815428066;0.11981774296759728;-0.0003386428438871447;0.0032804252633258923;0.06403097933384291;0;0;617;Металлургическая;Metallurgicheskaja;5273.555039570449
4198174;5345211;49;0.057016304760364095;0.21245084274793755;-0.001170411213533854;0.010783017887021523;0.15720142567939854;0;0;1111;Кирилловская;Kirillovskaja;0.5028827006897724
4199314;7012641;39;0.02738572461137782;0.06089659200181179;-0.00048517951503959157;0.004219287936744035;0.024746639156978972;0;0;235;Радуга;Raduga;0.455053797820959
4199438;6933487;11;0.01543842495911481;0.01606173482863941;0.00015508528011488762;0.00032695428978325985;0.001104899976534044;0;2;296;Перерва;Pererva;0.27832673246146133
4200478;6990286;49;0.026589727409637574;0.05654021866294349;-0.00041978191356438293;0.0031769185960132166;0.021941163730555588;0;0;254;Уча;Ucha;0.25011087646878516
4200646;6903566;58;0.06394442625099876;0.10716350315675792;2.644210733456853e-05;0.004491260011089383;0.03370720001823621;0;0;308;Пахра;Pahra;0.31206079704846074
4201459;6943743;9;0.017505764187343356;0.01837481626905655;0.0001884895914614612;0.0005723477261510282;0.0022078796390944642;0;2;297;Ново-Кузьминки;Novo-Kuz'minki;0.375722996382681
4201461;6903525;21;0.08436085415183754;0.4266048089009033;-0.007327828391083429;0.02384509203617994;0.21605231509228964;0;4;308;Пахра;Pahra;816.0276707209416
4201537;6903518;21;0.0846570017719332;0.42377815495588483;-0.007512893527872112;0.023976535745961074;0.21126432211992288;0;4;308;Пахра;Pahra;892.2901310573175
4201578;6903497;21;0.002046349494810129;0.009853185495351946;-0.0001660061413836822;0.000557169022075467;0.005177707220907893;0;2;308;Пахра;Pahra;934.5550960656971
4201582;6903507;21;0.0013233975263039933;0.006240938844536711;-0.00010895492778414044;0.0003582110451299881;0.003235176652852407;0;2;308;Пахра;Pahra;937.8586503212151
4201616;6955625;8;0.019423392644257305;0.0198271522880243;6.937513650470643e-05;0.0002668065190407983;0.0006924813166244749;0;2;204;Абрамово;Abramovo;0.5399853716472048
4204464;6959714;55;0.049463463704738066;0.1682826327040834;-0.001749245230054056;0.00655404722636036;0.05718440783592782;0;0;15;ТЭЦ-23;TETs-23;0.4242185397879345
4204676;6928304;34;0.01857645050200502;0.020631823987846767;9.736807959786132e-05;0.000491372272541071;0.0016914287722766055;0;0;267;Борисово;Borisovo;0.46223999124355214
4206762;6973295;55;0.01698519632990359;0.041364716046800525;9.316671765566742e-05;0.0025198004995041273;0.028641934682421568;0;0;218;Хвойная;Hvojnaja;0.4342157643503603
4206762;6973295;55;0.01698519632990359;0.041364716046800525;9.316671765566742e-05;0.0025198004995041273;0.028641934682421568;0;0;315;Хвойная;Hvojnaja;0.4342157643503603
4207193;6934759;23;0.01017677155472372;0.011177652989667464;7.475445538950025e-05;0.00025102693110915826;0.0009853149379231742;0;2;255;Иловайская;Ilovajskaja;0.41441946310483824
4207452;6933499;39;0.0076789153386981664;0.01404151815363747;0.00014463749547699781;0.00044178925015254234;0.0034757370731222526;0;0;265;Капотня;Kapotnja;0.2948283911467351
4207671;6932235;6;0.004806856029725345;0.004960554804260506;-4.221777718913817e-05;8.757539453450747e-05;0.0002306729738246532;0;2;242;Битум;Bitum;0.26051199651959783
4208336;6935424;63;0.09075387524609692;0.5123818292662247;-0.003150796251445647;0.01060343859906708;0.22081064992466298;0;4;875;Чагино;Chagino;0.23087702221464995
4208336;6935424;63;0.09075387524609692;0.5123818292662247;-0.003150796251445647;0.01060343859906708;0.22081064992466298;0;4;874;Чагино;Chagino;0.23087702221464995
4208380;6960341;41;0.014450448511911714;0.03579885395083826;-0.0003005254141689827;0.0011417608927835718;0.00903519238494634;0;0;270;Гольяново;Gol'janovo;0.18727501345406083
4209096;7492167;21;0.013489727476118272;0.016832369053847718;-4.756973705807941e-06;0.000737761469236246;0.0037417435518760523;0;2;932;ГПП-6;GPP-6;1252.3645243273666
4209106;7492170;21;0.009744073824871854;0.012363202211945213;-2.4009157108699595e-05;0.000568875772167894;0.0025868811095111598;0;2;932;ГПП-6;GPP-6;1247.2410970593066
4209147;6931529;6;0.0060773673663110815;0.006271690622681818;-5.337645641575178e-05;0.0001107226514678818;0.00029164268593486354;0;2;349;Нефтезавод;Neftezavod;0.5482155147579724
4209147;6931529;6;0.0060773673663110815;0.006271690622681818;-5.337645641575178e-05;0.0001107226514678818;0.00029164268593486354;0;2;220;Нефтезавод;Neftezavod;0.5482155147579724
4209153;7492118;21;0.004767079419965291;0.006070421311981706;-1.1689107797742117e-05;0.00028270071793426736;0.0013030379703686656;0;2;932;ГПП-6;GPP-6;1177.3090610344539
4209407;6932304;5;0.008089331723753639;0.0083790698774073;-7.961632766880766e-05;0.00015765348807628664;0.0003896388695968922;0;2;241;Крекинг;Kreking;0.3647988634790677
4209427;6931063;25;0.00879759869326404;0.009812834360503526;6.966083391813015e-05;0.0002253416115235335;0.0010227954955874235;0;2;349;Нефтезавод;Neftezavod;543.1690386420803
4209427;6931063;25;0.00879759869326404;0.009812834360503526;6.966083391813015e-05;0.0002253416115235335;0.0010227954955874235;0;2;220;Нефтезавод;Neftezavod;543.1690386420803
4209519;6930795;31;0.009786420383429797;0.013987755174133799;-0.00019127303554031017;0.0007484618981111919;0.004304833888096205;0;0;14;ТЭЦ-22;TETs-22;406.0171408971414
4209532;6930516;25;0.0022198425636397612;0.0024752571520885052;1.7619602024888242e-05;5.64550100208736e-05;0.0002579498725215441;0;2;14;ТЭЦ-22;TETs-22;226.13725633449025
4209641;6930639;31;0.001423920312866825;0.0020456923187971003;-3.201672458234183e-05;0.0001116453575982857;0.0006289217870606694;0;0;14;ТЭЦ-22;TETs-22;208.5293857052228
4209752;6930462;56;0.016446328840364864;0.029521345491079872;-6.241001650442498e-06;0.0010604532359622556;0.011123525327409381;0;0;14;ТЭЦ-22;TETs-22;0.42603157247688384
4210001;7491302;49;0.015230936555942159;0.05273063301696537;-0.00079003685434618;0.0027143977514111142;0.015092278732144603;0;0;932;ГПП-6;GPP-6;0.4677561002388573
4210318;7496429;26;0.013160544959914781;0.017177400789504613;0.00010577251153847433;0.0006956595646027025;0.003809530489124543;0;2;931;ГПП-5а Агро-Череповец;GPP-5a Agro-Cherepovets;1311.938395263735
4210334;7496453;26;0.0003907700594418037;0.0005109139742301059;3.1270466043302615e-06;2.078315577651009e-05;0.00011389286657730811;0;2;931;ГПП-5а Агро-Череповец;GPP-5a Agro-Cherepovets;1333.6257427656174
4210500;7495130;26;0.004651684401380996;0.006107510245643864;3.504332121439626e-05;0.0002511672518229161;0.0013375927106879376;0;2;931;ГПП-5а Агро-Череповец;GPP-5a Agro-Cherepovets;0.2763457612831131
4210660;6960945;10;0.0025436128353418753;0.0026734946639870734;-7.168335296514775e-06;6.405787657343679e-05;0.00019974974779044582;0;2;270;Гольяново;Gol'janovo;2358.4884974628235
4210834;6960815;10;0.004481653570868558;0.004708292506831215;-1.2118782445294535e-05;0.00011182562015939134;0.0003487571172306929;0;2;270;Гольяново;Gol'janovo;2499.193327508647
4211045;7489759;38;0.018675534223493166;0.041367771239362895;-0.00011515526387233131;0.002362586139158561;0.015220249721220897;0;0;89;ТЭЦ ЭВС;TETs EVS;0.42135302491350635
4211155;7492722;21;0.005234424161526781;0.006664383767407862;-1.326600087208235e-05;0.000310101846147294;0.0014194805561052251;0;2;925;ГПП-12;GPP-12;0.5984690155107408
4211169;6960483;10;0.004333455377466096;0.0045484303923023165;-1.0750388669688041e-05;0.00010616741602944207;0.0003312018585876547;0;2;270;Гольяново;Gol'janovo;2792.436840371207
4211292;6960343;10;0.002421055747052313;0.002530571245711351;-3.5480949354457324e-06;5.438449864863378e-05;0.00016979248867722476;0;2;270;Гольяново;Gol'janovo;2911.8219256441143
4211317;6960316;10;0.010915104331960433;0.011236477241711196;8.160978167923841e-05;0.00016243627537948483;0.00038727389083680584;0;2;293;Парковая;Parkovaja;2894.7252512742652
4211349;7493616;52;0.028301925717067765;0.08482970726639193;-0.0009140139946262442;0.00459879595486486;0.027982451676110777;0;0;930;ГПП-5 Азот;GPP-5 Azot;0.2725799892117862
4211630;6957438;10;0.013084361853573326;0.013460657108532446;7.508796646689011e-05;0.0003289280276375656;0.0006765383397947175;0;2;293;Парковая;Parkovaja;0.26565455147161976
4211682;6940135;25;0.011178784045740986;0.012455388261396385;9.914895079833149e-05;0.0002362628191835824;0.0011628261188854662;0;2;247;Жулебино;Zhulebino;0.5413395438838492
4212016;6947377;38;0.021877783111386585;0.035042754673299516;-5.2051293948360715e-05;0.0010487261398895882;0.009709142766006505;0;0;256;Баскаково;Baskakovo;0.3483853328623042
4212030;7495958;26;0.008207250641013016;0.010800302229843765;5.8461602349732635e-05;0.00044733986573450876;0.0023128994256881906;0;2;931;ГПП-5а Агро-Череповец;GPP-5a Agro-Cherepovets;1739.876058563782
4214558;6952165;81;0.2548103244131568;0.9604366111573873;-0.012166928249606777;0.0158724099333163;0.3413027992231034;0;4;212;Восточная;Vostochnaja;0.3741841907996469
4215139;7492676;42;0.0005364747126524611;0.001231265326757083;-1.0980948139402595e-05;6.270988326555347e-05;0.00042056525267232243;0;0;928;ГПП-3;GPP-3;156.89081790584342
4215173;7492674;42;0.009685295695369425;0.021961284103260533;-0.0001948168414968892;0.0011204344785921848;0.007478276872820971;0;0;928;ГПП-3;GPP-3;146.44770787946297
4215194;7492529;52;0.020415387036538432;0.09446152100263201;-0.0008185835063637085;0.0029833863447230533;0.03115966130128682;0;0;928;ГПП-3;GPP-3;0.0659061470680193
4215248;7492638;42;0.009889698594319613;0.02241949584188796;-0.0001988610201513137;0.0011438504875819612;0.007633853432806648;0;0;929;ГПП-3а;GPP-3a;108.24452811834857
4215355;7492624;42;0.001627031769431105;0.0037338664437891527;-3.3298905364663365e-05;0.00019017306568206224;0.0012753537427824032;0;0;929;ГПП-3а;GPP-3a;0.3462190056820988
4215717;7498754;52;0.05966470573852945;0.154173290475472;-0.0014903753137777815;0.007867941004879853;0.039916728314713684;0;0;938;РПП-2;RPP-2;0.514493246390183
4216887;7490967;63;0.12397539416897872;0.6962570326503271;-0.00696421269276324;0.025991058994463977;0.22256609977955166;0;4;922;ГПП-1;GPP-1;0.6177907732327892
4216973;7528623;18;0.0738784668883425;0.09640090485719162;0.0018151368090902318;0.007300381137521078;0.02613271793949498;0;2;921;Белозерская;Belozerskaja;0.2675146546025175
4216973;7528623;18;0.0738784668883425;0.09640090485719162;0.0018151368090902318;0.007300381137521078;0.02613271793949498;0;2;847;Белозерская;Belozerskaja;0.2675146546025175
4217357;6941963;14;0.028354468323447766;0.031886607250551764;-0.00035165351756043483;0.0011487152151440025;0.005239162485226517;0;2;250;Руднево;Rudnevo;0.47315309411666756
4218097;7492711;47;0.029386527240969892;0.06346750064480686;-0.0006649767530543732;0.003749433559421091;0.020448309252472777;0;0;924;ГПП-11;GPP-11;0.614645913396617
4218847;6956286;11;0.016293194878410668;0.01874189001174611;-0.0003017939666716927;0.0007290947993125335;0.00378360534315564;0;2;207;Горенки;Gorenki;0.49683213301480667
4218847;6956286;11;0.016293194878410668;0.01874189001174611;-0.0003017939666716927;0.0007290947993125335;0.00378360534315564;0;2;344;Горенки;Gorenki;0.49683213301480667
4219578;6237101;45;0.1237009663829613;0.17450469542612945;-0.0003296776820701556;0.010721386261773352;0.1294812131317787;0;0;848;Металлургическая;Metallurgicheskaja;0.1738171736406151
4219578;6237101;45;0.1237009663829613;0.17450469542612945;-0.0003296776820701556;0.010721386261773352;0.1294812131317787;0;0;866;Металлургическая;Metallurgicheskaja;0.1738171736406151
4219718;6237516;44;0.003703885062702596;0.013094295818802516;-0.00013901694237794155;0.0004262968247116655;0.008558895954095848;0;0;848;Металлургическая;Metallurgicheskaja;437.84664805407795
4219718;6237516;44;0.003703885062702596;0.013094295818802516;-0.00013901694237794155;0.0004262968247116655;0.008558895954095848;0;0;866;Металлургическая;Metallurgicheskaja;437.84664805407795
4220153;6237533;45;0.0399982021776605;0.13352981294779478;-0.0015577745997855223;0.004479190668961047;0.08766337167545368;0;0;848;Металлургическая;Metallurgicheskaja;719.027486409858
4220153;6237533;45;0.0399982021776605;0.13352981294779478;-0.0015577745997855223;0.004479190668961047;0.08766337167545368;0;0;866;Металлургическая;Metallurgicheskaja;719.027486409858
4220310;7492064;29;0.011251097041455108;0.014566451356931997;1.2001538125221887e-05;0.0006803293709156614;0.003756950558081543;0;0;933;ГПП-7;GPP-7;0.4932031211678927
4220995;7494006;59;0.08999387847528925;0.33776729243001796;-0.004640331536833022;0.022882207465713244;0.20112460326164172;0;4;937;РПП-1;RPP-1;0.3142233105319861
4221128;7493924;8;0.0009554272222996674;0.0010404587082621024;-2.7943385296894005e-06;4.431362663533928e-05;0.00010611060423180605;0;2;937;РПП-1;RPP-1;156.55687125031267
4221166;7494041;8;0.0009366759575674974;0.001024163513524912;-3.765934360793361e-06;5.4889022401651364e-05;0.00011181511867450395;0;2;937;РПП-1;RPP-1;174.80535499801985
4221303;7493932;8;0.0018283698798677174;0.001998029546601413;-6.935704011679825e-06;0.00010659642726180976;0.00021850281194919232;0;2;937;РПП-1;RPP-1;317.0752212571677
4221309;7493877;8;0.013831413306837946;0.015056538240181461;-3.6719280608021566e-05;0.0006387359603962876;0.0015450579951230142;0;2;937;РПП-1;RPP-1;339.77997783136584
4221392;7493903;8;0.006285311249985099;0.006867560233179763;-2.1022638863593927e-05;0.00032746603930142604;0.0007381460154433283;0;2;937;РПП-1;RPP-1;410.45504082050866
4221396;6942428;12;0.019599186563123788;0.02080879482716507;-8.450431007257843e-05;0.0006805129785116889;0.0024099236169585793;0;2;353;Каскадная;Kaskadnaja;0.127718950260697
4222326;5369625;5;0.05139082491361725;0.060507850113845;-0.005972056952309481;0.005061658407071843;0.014283702394434154;0;2;1103;НПС-8;NPS-8;0.38622559481816104
4222447;7480398;37;0.018348690304367945;0.028897836479711034;-9.61288701131157e-05;0.0023127440479038617;0.011232482496927721;0;0;934;Зашекснинская;Zasheksninskaja;0.44750367425559384
4222845;5355857;34;0.07505582462817928;0.09946810580734984;-0.0005394233425790219;0.004945790343219904;0.05292451252194213;0;0;1118;Нагорный;Nagornyj;0.30206577075816177
4222846;5355880;11;0.031259034870770835;0.03560584560751622;-0.0006281232606609037;0.0011581130359517675;0.00344258071310128;0;2;1118;Нагорный;Nagornyj;23.292742297568022
4222851;5355882;15;0.15741053587076648;0.31363157856902524;-0.017781303904233024;0.057483158182415624;0.2193003057722524;0;4;1118;Нагорный;Nagornyj;25.950600065349448
4222853;5355831;11;0.03432481389944451;0.03936999056922453;-0.0006921605737750078;0.0012575227351093224;0.00411256743662855;0;2;1118;Нагорный;Nagornyj;26.903011796742337
4222853;5355865;15;0.0016268791384927578;0.003209194659911826;-0.00018613597092492524;0.0005892850284045008;0.0022400586757953716;0;2;1118;Нагорный;Nagornyj;11.426007340669468
4223251;6251169;37;0.040290385410567287;0.05835411643850567;-2.734289916893183e-05;0.002146922727941079;0.01773107153736471;0;0;778;ГПП ОЭМК;GPP OEMK;0.48373439954228714
4223417;6919304;37;0.020982194521081767;0.022906515323888064;1.7384848961176035e-05;0.0006671191829302551;0.0025284924170005697;0;0;223;Мячково;Mjachkovo;0.510404555007909
4223417;6919304;37;0.020982194521081767;0.022906515323888064;1.7384848961176035e-05;0.0006671191829302551;0.0025284924170005697;0;0;343;Мячково;Mjachkovo;0.510404555007909
4223837;7010542;68;0.14231714088067599;0.9467945713309527;-0.008194498015092892;0.019333304509114736;0.3584399171595887;0;4;214;Ново-Софрино;Novo-Sofrino;0.06125177670014635
4224211;5328766;34;0.042835631042513644;0.053942991403060296;-3.728215993921004e-05;0.0024854820451362565;0.028672153067295994;0;0;1108;Восточная;Vostochnaja;0.5136080999891828
4225761;7040602;50;0.07108249655765672;0.16510958537835163;-0.0012332136339844742;0.009900916717039892;0.04718199987468025;0;0;239;Ярцево;Jartsevo;0.4721504948407523
4226452;6268223;3;0.0434653652041429;0.06115883776719437;-0.024929412800327694;0.024929412800334488;0.04663723351218354;0;2;1915;Старый Оскол;Staryj Oskol;0.479009395885994
4226471;6267968;45;0.0989839744981983;0.33509616591041785;-0.003694567326473611;0.011550753605615001;0.22123336404451346;0;4;827;Старый Оскол;Staryj Oskol;0.519332822075529
4226608;6984298;54;0.08237852418539277;0.16969353247293503;-0.0014123864847237222;0.010002329862186847;0.06842774725203195;0;0;309;Трубино;Trubino;0.3119354110201275
4229754;5363204;61;0.11716462918208236;0.41340620439178005;-0.0045920904456522625;0.026212101695451684;0.2535367073592682;0;4;1112;Крымская;Krymskaja;0.4551597722431094
4232293;6834330;3;0.03921304743578032;0.039575897186142364;-0.000294888201847642;0.00029488820184760123;0.0004987728473909089;0;2;249;Ступино;Stupino;0.4337999784019198
4233157;7486525;30;0.018615375460765183;0.02561992206638396;0.00021618832057049758;0.0015851149970719511;0.009814587582976972;0;0;936;Первомайская;Pervomajskaja;0.4792006872597165
4233666;6911666;8;0.022446156742647445;0.02288426959454156;8.560371982561802e-05;0.00045955201963599417;0.0009691623502842521;0;2;215;Стекольная;Stekol'naja;0.2546374070229519
4239486;5874454;47;0.12031120809183003;0.4967564576322903;-0.004770877849678353;0.026303291234768954;0.46149058360613693;0;4;905;Донбасская;Donbasskaja;0.4180635968673313
4240976;7471154;37;0.039944741285459245;0.062410281635600785;-0.00014594415528677022;0.004931240146459338;0.024110808620650424;0;0;936;Первомайская;Pervomajskaja;17245.8322237233
4241031;7471161;37;0.00062796554587616;0.0009996853610087437;-3.556570758483556e-06;7.973319982130522e-05;0.0003880232715478629;0;0;936;Первомайская;Pervomajskaja;17264.609453017256
4241262;7470763;37;0.0372106516679164;0.06000767579252344;-0.00022385364956638222;0.004720490187551072;0.023232318944261754;0;0;936;Первомайская;Pervomajskaja;17724.176438926923
4241345;7470791;37;0.0007913676177648631;0.0012332399213893367;-3.8121663451205234e-06;9.902487796828514e-05;0.0004799566449400788;0;0;936;Первомайская;Pervomajskaja;17737.443823381425
4242337;5405286;43;0.08617070087997811;0.40176919022315516;-0.0025136300164407496;0.014505418763087495;0.1781532097059179;0;4;1104;Славянская;Slavjanskaja;0.37466021928900906
4242431;7069982;12;0.16489685632522316;0.30682217190000266;-0.005712056161328869;0.04719750527553212;0.20578451970891148;0;4;18;Загорская ГАЭС;Zagorskaja GAES;10997.166665032173
4242515;7069982;12;0.16489757188125292;0.30686566155193695;-0.005715788037194478;0.04720051458254695;0.20582086016735363;0;4;18;Загорская ГАЭС;Zagorskaja GAES;10935.031577169535
4242527;7069942;12;0.00306047820436641;0.006245280565338645;-0.00011412815780112685;0.0009525036565049682;0.0045269318368182;0;2;18;Загорская ГАЭС;Zagorskaja GAES;10899.20345930356
4242547;7069970;12;0.001759351077553188;0.003590651245237631;-6.56405204798457e-05;0.0005475929563836617;0.002602774315545897;0;2;18;Загорская ГАЭС;Zagorskaja GAES;10903.326087909816
4243913;5360008;11;0.011600043397430022;0.013210596991057156;-0.00023191364180622572;0.0004290484597884446;0.0012839823346228515;0;2;1107;АЭМЗ;AEMZ;0.06385491452521769
4244284;6925454;52;0.03825817924944542;0.11258840027608531;-0.0003778450610093706;0.005353512860363685;0.06340067184681875;0;0;341;ЦАГИ;TsAGI;0.1124037812166383
4244284;6925454;52;0.03825817924944542;0.11258840027608531;-0.0003778450610093706;0.005353512860363685;0.06340067184681875;0;0;208;ЦАГИ;TsAGI;0.1124037812166383
4244915;5363045;5;0.006705205743706316;0.007272603243535155;-0.0002690740640078372;0.0002720302077161955;0.0008204976576744816;0;2;1061;Кубанская;Kubanskaja;527.0093485783542
4244970;5363768;5;0.034069991406913684;0.037107420329893406;-0.0014414841238804277;0.001447310730276409;0.004430847519669018;0;2;1061;Кубанская;Kubanskaja;511.6001846061177
4245314;5363389;11;0.13591399774822188;0.1418204518458982;-0.0003770558677854254;0.002651544766780853;0.009328619872183752;0;2;1061;Кубанская;Kubanskaja;0.3083657731173408
4245965;7054003;43;0.0575287477243911;0.10867695441507685;-0.0008173632770254526;0.0065712961606786205;0.02890291600573272;0;0;260;Заря;Zarja;0.2143824606957598
4246343;6558969;39;0.035251986345096804;0.05707471182545285;0.00030993432410560953;0.0018947034873692018;0.02297830280416021;0;0;616;Звезда;Zvezda;0.2774463918991625
4246620;6691772;15;0.050110399319750455;0.10119274224823631;-0.0019263584764040102;0.01662773251655509;0.05781000971911106;0;2;614;Северная;Severnaja;1707.620146311495
4246998;6817268;14;0.039312425402613496;0.04104412043018685;0.00018786364607530263;0.0010179912049904014;0.0027906168115141225;0;2;286;Образцово;Obraztsovo;0.40609221813932045
4247145;6691403;15;0.028719743056044876;0.04107899661734583;-0.002311912889103855;0.004662715992984621;0.02112490535357656;0;2;614;Северная;Severnaja;1073.613935773937
4247886;6690626;59;0.12913727203243114;0.6824374658530459;-0.005284821696069823;0.03382582051668504;0.5961324217509627;0;4;614;Северная;Severnaja;0.6174842595895924
4248253;6698088;49;0.032377965257728;0.04135549461591447;0.00035069380734034986;0.0027950706569479116;0.022572628513420994;0;0;323;Химическая;Himicheskaja;0.3230283735751606
4249034;6110856;54;0.1807777548931036;0.4132756050393992;-0.0036908301435696848;0.025416620780013728;0.21571770553878544;0;4;777;Валуйки;Valujki;0.25565109050988827
4251098;7062950;34;0.04863075952322732;0.06073923142331203;6.497024479122434e-05;0.004211956393063113;0.024400664891443317;0;0;1893;ОРУ Загорская ГАЭС 500 кВ;ORU Zagorskaja GAES 500 kV;0.5560585959058014
4254930;6447195;25;0.0513858698011942;0.05532323262630137;0.00011696275232088988;0.0012484157645050993;0.006005720720780622;0;2;653;Маяк;Majak;28061.9572795078
4255884;6644836;60;0.06456746325983499;0.29302173238105617;-0.0011410631497992501;0.011009360991241104;0.17337069431235008;0;0;612;Бегичево;Begichevo;0.42564131727834986
4256609;6691236;85;0.29770440042763335;0.9375693625018465;-0.011569767387378485;0.020841183950466406;0.29231296727215256;0;4;0;Новомосковская ГРЭС;Novomoskovskaja GRES;0.2976019486089683
4257109;6686668;3;0.0325395512580331;0.03261456360745445;-0.00010615438209985398;0.00011251852413201105;0.00021867290623185653;0;2;620;Гипсовая;Gipsovaja;0.5050796474239302
4258123;6809634;56;0.09863574912867315;0.1816628778364836;-0.0008527599619851015;0.006764018968759206;0.0566987772287004;0;0;5;Каширская ГРЭС;Kashirskaja GRES;0.15050597956684084
4258659;6809309;56;0.02237218144239267;0.03684829224544563;-0.00024739654066701397;0.0015098030303119297;0.013162727353538552;0;0;352;Новокаширская;Novokashirskaja;0.3467792676402724
4263534;7228896;81;0.30235259013595994;0.939126492842333;-0.011878407687912299;0.026474989179550112;0.33909002260472887;0;4;1865;ОРУ Угличская ГЭС 220 кВ;ORU Uglichskaja GES 220 kV;0.5846613543713455
4264046;6399661;29;0.035973311473020735;0.056143988501751146;0.0003221169039733781;0.0023307082608042783;0.022404403334379028;0;0;664;Тербуны;Terbuny;0.5437792666403708
4264250;6414576;22;0.03560132277615902;0.03692589495848466;3.269533929168331e-05;0.0007326801188893066;0.0030877098466860348;0;2;664;Тербуны;Terbuny;14916.826608877904
4264395;6414375;22;0.014380506637822622;0.015224753614318598;3.686706986291653e-05;0.0004266844968462714;0.002023621977868798;0;2;664;Тербуны;Terbuny;14718.573234805313
4265938;6806374;3;0.006556736121101491;0.0066348817578409745;-5.843956396403176e-05;5.911821832637861e-05;0.00011755778229040163;0;2;301;Сельская;Sel'skaja;0.10522784669958986
4268146;6809461;3;0.010587169716122896;0.010675767732838161;-7.390377696975474e-05;7.390377696974391e-05;0.00011798649620630743;0;2;301;Сельская;Sel'skaja;3795.4504358336567
4268151;6809452;3;0.023107273067606997;0.023416401157193855;-0.00023268396659900434;0.0002326839665989667;0.0004620163355626532;0;2;301;Сельская;Sel'skaja;3791.0502554925233
4268181;6809495;3;0.02188771360303249;0.021927593085812026;-4.3178647474977915e-05;5.981922416929859e-05;0.00010299787164427462;0;2;301;Сельская;Sel'skaja;3843.4759740461345
4269539;7233943;44;0.03971749646833372;0.1803726184214671;-0.001601359635970652;0.008343986800737202;0.08023284022039189;0;0;590;Вега;Vega;0.255412782626359
4269969;6485471;37;0.11876574637873057;0.15197513710209073;0.0012634065890696597;0.006495465328391952;0.07645718869741597;0;0;856;Елецкая;Eletskaja;0.5080330406363125
4269969;6485471;37;0.11876574637873057;0.15197513710209073;0.0012634065890696597;0.006495465328391952;0.07645718869741597;0;0;832;Елецкая;Eletskaja;0.5080330406363125
4274686;6667262;36;0.028500735574123803;0.04537427681512161;0.00028988911086195117;0.0011791634895095872;0.017892134649962026;0;0;613;Люторичи;Ljutorichi;0.6114733858695208
4276472;6465179;36;0.02833846584690114;0.03123720974761369;-3.726416071792074e-05;0.0008661903566015238;0.003604720788027725;0;0;653;Маяк;Majak;0.42384569164933916
4277421;5768080;59;0.10481999446525533;0.6747626456309122;-0.0044079067869738624;0.03387783543238404;0.588880971603039;0;4;1048;Амвросиевка;Amvrosievka;0.590630179840355
4278208;6798944;56;0.04832630312801684;0.08966834848382965;-0.0008213301667010487;0.0035275904654399515;0.028218682963707012;0;0;301;Сельская;Sel'skaja;14344.198740784284
4278233;6798899;35;0.0006133460897639877;0.000667492876528194;2.434582953445717e-06;1.596458709895989e-05;5.2380003142651703e-05;0;0;301;Сельская;Sel'skaja;14388.915096667908
4278242;6798889;35;0.0005965730188828555;0.0006590517925530374;-5.477295326554086e-07;1.6308068503535337e-05;8.414234907118314e-05;0;0;301;Сельская;Sel'skaja;14401.800804472949
4278252;6798951;56;0.0006683181410560741;0.0011328695515998295;-7.659457044756515e-06;4.5599489237537765e-05;0.0003603876660080187;0;0;301;Сельская;Sel'skaja;14378.239226460155
4278278;6798863;35;0.03218166403130267;0.035582937105117285;-3.061230466452124e-05;0.0008834291507889706;0.004559410041955578;0;0;301;Сельская;Sel'skaja;14446.070066260852
4278567;6799010;21;0.0652436501783169;0.08698042737587877;-0.0023499560247496336;0.0074887104970079495;0.033331217863805204;0;2;301;Сельская;Sel'skaja;14619.110178205718
4278594;6799024;56;0.0013174752761862315;0.0018786861710879549;2.3974389657301215e-05;8.18332223520303e-05;0.0013542809832949197;0;0;301;Сельская;Sel'skaja;14635.405149551483
4278661;6798935;35;0.06657337534473817;0.07313385560625822;0.0001777210549022118;0.0016527612769793119;0.005391191937612477;0;0;301;Сельская;Sel'skaja;14738.10293447289
4278760;6799041;35;0.0010905601811965013;0.0011978337367725264;2.942027753600951e-06;2.6963822211576854e-05;8.810808818161603e-05;0;0;301;Сельская;Sel'skaja;14770.742083677394
4282432;6947666;45;0.041833439748852765;0.08672003739906807;-0.0005336143624662602;0.004037103929543941;0.0424339662949475;0;0;252;Шибаново;Shibanovo;0.19841048200886416
4284190;6960523;66;0.14796143663095074;0.9742812981671727;-0.006325168307049991;0.023765162362935896;0.3147781090594576;0;4;876;Ногинск;Noginsk;0.2854071136296746
4284190;6960523;66;0.14796143663095074;0.9742812981671727;-0.006325168307049991;0.023765162362935896;0.3147781090594576;0;4;306;Ногинск;Noginsk;0.2854071136296746
4288638;5799163;57;0.08925351297138069;0.3136309218857278;-0.0020624631789962163;0.015844135662692282;0.1845043058834796;0;4;1047;Южная;Juzhnaja;0.18487739298874453
4291621;6462155;52;0.0665719572196508;0.13065341087353693;-0.0004587300503314005;0.0072532912862840445;0.06367909013147294;0;0;646;Елецкая-220;Eletskaja-220;0.5541422298571781
