node_key;epoch;x;y;n_rows;mean_SpectralNorm;max_SpectralNorm;mean_DeltaSpec;max_DeltaSpec
"(4278233.0;6798899.0)";2003-2012;4278233.0;6798899.0;10;0.0006176727730121962;0.0006474125479056982;5.611282944336385e-05;0.00016815147398895443
"(4278233.0;6798899.0)";2013-2022;4278233.0;6798899.0;8;0.000654450833430229;0.000667492876528194;9.031605509510936e-05;0.0002051850231216438
"(4278242.0;6798889.0)";1983-1992;4278242.0;6798889.0;7;0.00061297105122463;0.0006590517925530374;0.00015575943301894204;0.0003290855560640014
"(4278242.0;6798889.0)";1993-2002;4278242.0;6798889.0;10;0.0005902408530407616;0.0006174849535711214;7.569502834102247e-05;0.0002551968783466766
"(4278242.0;6798889.0)";2003-2012;4278242.0;6798889.0;10;0.0005968851611815719;0.000614054897747654;6.351877935403722e-05;0.0002967590011048
"(4278242.0;6798889.0)";2013-2022;4278242.0;6798889.0;8;0.0005897497700130246;0.0006245356016943223;0.00010455921225977884;0.00020833919915285763
"(4278252.0;6798951.0)";1963-1972;4278252.0;6798951.0;8;0.0010291273357199578;0.0011328695515998295;0.00022163259804891698;0.00038526771134058925
"(4278252.0;6798951.0)";1973-1982;4278252.0;6798951.0;10;0.0007509642811710567;0.0010176954665887129;0.00031661752628563513;0.0008100624362521666
"(4278252.0;6798951.0)";1983-1992;4278252.0;6798951.0;10;0.0005569118492411704;0.0006261011719658292;0.0002019906015713916;0.0005206009669229363
"(4278252.0;6798951.0)";1993-2002;4278252.0;6798951.0;10;0.0005498865576856304;0.0005853876021798915;7.736189103925789e-05;0.00024770774901570277
"(4278252.0;6798951.0)";2003-2012;4278252.0;6798951.0;10;0.0005745276528710369;0.0006021900718946063;5.219328680918536e-05;0.00015640590924310575
"(4278252.0;6798951.0)";2013-2022;4278252.0;6798951.0;8;0.0006087367254614435;0.0006208677675554607;8.400737966369315e-05;0.00019085262438152536
"(4278278.0;6798863.0)";1983-1992;4278278.0;6798863.0;7;0.033092789444378753;0.035582937105117285;0.008383979382772954;0.017746260025571378
"(4278278.0;6798863.0)";1993-2002;4278278.0;6798863.0;10;0.03183741539732819;0.033311429643701734;0.004093955009126195;0.01379399409772858
"(4278278.0;6798863.0)";2003-2012;4278278.0;6798863.0;10;0.03218658448323253;0.03313119425850775;0.0034317738569351447;0.016032407621986225
"(4278278.0;6798863.0)";2013-2022;4278278.0;6798863.0;8;0.0318085895224169;0.03369687300794296;0.005646074311878365;0.011274246778519004
"(4278567.0;6799010.0)";1963-1972;4278567.0;6799010.0;8;0.07985394114096266;0.08698042737587877;0.01777892214412984;0.028462189904989943
"(4278567.0;6799010.0)";1973-1982;4278567.0;6799010.0;10;0.05986089282615623;0.08182348621613504;0.02567612665872705;0.05911806127347306
"(4278567.0;6799010.0)";1983-1992;4278567.0;6799010.0;3;0.04422539878513051;0.049071008124262544;0.023855075296849142;0.04242485992790324
"(4278594.0;6799024.0)";1963-1972;4278594.0;6799024.0;8;0.0008320551032245923;0.00091425349500656;0.00018426607026967743;0.0002991731094315551
"(4278594.0;6799024.0)";1973-1982;4278594.0;6799024.0;10;0.0006241296790327017;0.0008567295362137241;0.00026790725462048145;0.0006214444245974185
"(4278594.0;6799024.0)";1983-1992;4278594.0;6799024.0;10;0.0013591711030111735;0.0018786861710879549;0.00048140619694643776;0.0014128740578811141
"(4278594.0;6799024.0)";1993-2002;4278594.0;6799024.0;10;0.0016825344240749833;0.0017601961731036676;0.00021577545888086495;0.0007274615617042986
"(4278594.0;6799024.0)";2003-2012;4278594.0;6799024.0;10;0.0017014746196129418;0.001750418491722041;0.00018106597042172085;0.0008459381156702037
"(4278594.0;6799024.0)";2013-2022;4278594.0;6799024.0;8;0.0016811345479142764;0.0017802946771604139;0.0002980554007316965;0.0005938895497540844
"(4278661.0;6798935.0)";1983-1992;4278661.0;6798935.0;7;0.06533920699873345;0.06936019375896273;0.014098919680945168;0.025003475437204197
"(4278661.0;6798935.0)";1993-2002;4278661.0;6798935.0;10;0.06444979753123883;0.06846410122497304;0.008200657036224772;0.02844413923599495
"(4278661.0;6798935.0)";2003-2012;4278661.0;6798935.0;10;0.06724232092939873;0.07081540667981197;0.0068621106799984415;0.028275836495883097
"(4278661.0;6798935.0)";2013-2022;4278661.0;6798935.0;8;0.06947156293354083;0.07313385560625822;0.011346078178859555;0.023089827416194256
"(4278760.0;6799041.0)";1983-1992;4278760.0;6799041.0;7;0.0010696868361111899;0.001135367562157553;0.00023129674029279712;0.0004096187107056761
"(4278760.0;6799041.0)";1993-2002;4278760.0;6799041.0;10;0.0010557564166675355;0.0011214378024584975;0.00013392029436939083;0.0004650682514657237
"(4278760.0;6799041.0)";2003-2012;4278760.0;6799041.0;10;0.0011018214476641354;0.0011604838273323447;0.00011221084441368054;0.0004620155671802403
"(4278760.0;6799041.0)";2013-2022;4278760.0;6799041.0;8;0.0011382524807228137;0.0011978337367725264;0.00018565993797112877;0.00037696545174453424
"(4282432.0;6947666.0)";1973-1982;4282432.0;6947666.0;7;0.06404264537958222;0.08672003739906807;0.036642030536577296;0.06056385216381022
"(4282432.0;6947666.0)";1983-1992;4282432.0;6947666.0;10;0.04015899979096299;0.05703367510319124;0.021211912954780615;0.04561602475978489
"(4282432.0;6947666.0)";1993-2002;4282432.0;6947666.0;10;0.035536038897316186;0.03910832325852895;0.006958178252431009;0.019684999681552368
"(4282432.0;6947666.0)";2003-2012;4282432.0;6947666.0;10;0.03915648053907095;0.04104888460547435;0.005571880733286798;0.01854736920265795
"(4282432.0;6947666.0)";2013-2022;4282432.0;6947666.0;8;0.03571138484597473;0.03791898479868565;0.009658866009618135;0.019443451827843097
"(4284190.0;6960523.0)";1953-1962;4284190.0;6960523.0;8;0.6149852956798453;0.9742812981671727;0.519678256575666;1.1547939836416263
"(4284190.0;6960523.0)";1963-1972;4284190.0;6960523.0;10;0.13420417563256862;0.19526723747064878;0.07062937336464128;0.2374966138816019
"(4284190.0;6960523.0)";1973-1982;4284190.0;6960523.0;10;0.10638746328323198;0.11693897396869576;0.03962364689642663;0.08630942484003168
"(4284190.0;6960523.0)";1983-1992;4284190.0;6960523.0;10;0.07064896753120282;0.09923277025696155;0.03955801079102807;0.07133154532781608
"(4284190.0;6960523.0)";1993-2002;4284190.0;6960523.0;10;0.0588525705360597;0.0693585090771898;0.011989704383746178;0.03716859214719635
"(4284190.0;6960523.0)";2003-2012;4284190.0;6960523.0;10;0.06679425789178384;0.07260695123819953;0.010850541126417127;0.036235787559512185
"(4284190.0;6960523.0)";2013-2022;4284190.0;6960523.0;8;0.05958726293193963;0.06266508866787564;0.016880279638838914;0.03754731397475916
"(4288638.0;5799163.0)";1963-1972;4288638.0;5799163.0;9;0.15054443912917875;0.3136309218857278;0.08318487677226377;0.2746099931788132
"(4288638.0;5799163.0)";1973-1982;4288638.0;5799163.0;10;0.11439018127874967;0.15258295498946314;0.06481776801527109;0.1229124074781617
"(4288638.0;5799163.0)";1983-1992;4288638.0;5799163.0;10;0.08203442110784293;0.12522439467547553;0.04394023103625698;0.10924099690507195
"(4288638.0;5799163.0)";1993-2002;4288638.0;5799163.0;10;0.07448800475944703;0.07670986479326994;0.009214324279348585;0.02982062194275144
"(4288638.0;5799163.0)";2003-2012;4288638.0;5799163.0;10;0.06671360173942684;0.07514417267596955;0.0090543314788341;0.02504559145706338
"(4288638.0;5799163.0)";2013-2022;4288638.0;5799163.0;8;0.04453602479392836;0.0460991492277624;0.008471989345385546;0.01717231881835118
"(4291621.0;6462155.0)";1963-1972;4291621.0;6462155.0;4;0.08686168890266742;0.10325867138380813;0.03016633656734571;0.06452330860169361
"(4291621.0;6462155.0)";1973-1982;4291621.0;6462155.0;10;0.06925581367805192;0.13065341087353693;0.03911132860057927;0.09368154564322709
"(4291621.0;6462155.0)";1983-1992;4291621.0;6462155.0;10;0.07680911434158497;0.10241562026517023;0.02780934419699408;0.053674001180564465
"(4291621.0;6462155.0)";1993-2002;4291621.0;6462155.0;10;0.059741893104727425;0.06654524935274089;0.009070562529328448;0.02516630419815649
"(4291621.0;6462155.0)";2003-2012;4291621.0;6462155.0;10;0.05946502825287246;0.06159503888214931;0.007665930647652931;0.03823277464096138
"(4291621.0;6462155.0)";2013-2022;4291621.0;6462155.0;8;0.05769706575485056;0.06086146949443696;0.012556440394227687;0.019582473681939275
"(4293220.0;5888324.0)";1953-1962;4293220.0;5888324.0;10;0.6458560229388626;0.8611070552486867;0.3940940554261931;1.054636449634943
"(4293220.0;5888324.0)";1963-1972;4293220.0;5888324.0;10;0.37500957219270614;0.5259479874758898;0.1820100954022782;0.5231930025122861
"(4293220.0;5888324.0)";1973-1982;4293220.0;5888324.0;10;0.3387876805714851;0.5798930479298336;0.18118215664794707;0.34659824565444586
"(4293220.0;5888324.0)";1983-1992;4293220.0;5888324.0;10;0.329879399211987;0.5730368649858569;0.1171629241418571;0.3427246033582836
"(4293220.0;5888324.0)";1993-2002;4293220.0;5888324.0;10;0.16232481159077855;0.1703240742905375;0.023308082174103843;0.07569403212719901
"(4293220.0;5888324.0)";2003-2012;4293220.0;5888324.0;10;0.1602301544259041;0.17045202314257402;0.021834455504684706;0.05600361976345114
"(4293220.0;5888324.0)";2013-2022;4293220.0;5888324.0;8;0.04393654645715599;0.11708257481248616;0.021448729461395206;0.0862368324218383
"(4293546.0;6923255.0)";1963-1972;4293546.0;6923255.0;6;0.05646466046700669;0.06804376878135862;0.024263325583428492;0.045417619672934714
"(4293546.0;6923255.0)";1973-1982;4293546.0;6923255.0;10;0.09091537191057955;0.21606926396683976;0.056118575724967;0.16600599417364068
"(4293546.0;6923255.0)";1983-1992;4293546.0;6923255.0;10;0.05121064167940348;0.0750991097396583;0.026168576821529076;0.06178507755895062
"(4293546.0;6923255.0)";1993-2002;4293546.0;6923255.0;10;0.045226755877568754;0.048252127905623055;0.008665813069171333;0.023174748266938893
"(4293546.0;6923255.0)";2003-2012;4293546.0;6923255.0;10;0.04896869931464934;0.050385449430430544;0.006490411221733825;0.02136612315005539
"(4293546.0;6923255.0)";2013-2022;4293546.0;6923255.0;8;0.04615438345706946;0.048049171018293;0.012052228382959239;0.022455518341032314
"(4296983.0;7006843.0)";1963-1972;4296983.0;7006843.0;9;0.03763278849316669;0.05571015706332986;0.01733022739769841;0.043226789934816816
"(4296983.0;7006843.0)";1973-1982;4296983.0;7006843.0;10;0.04815843792547232;0.061080470475454854;0.025848510304167804;0.0486875082419015
"(4296983.0;7006843.0)";1983-1992;4296983.0;7006843.0;10;0.03549280991332044;0.05109226522830016;0.022247205990472047;0.03586312746700908
