x;y;life_span;mean_BC;max_BC;trend_BC;mean_DeltaBC;max_DeltaBC;BC_EuclideanNorm;BC_Deviation;BC_EvolutionType
4316796;6864682;41;0.0053550131230936;0.0072103950970319;8.658240937872512e-05;0.0002288254142961;0.0009234244461798;0.0350204531967209;0.0011121211836823;4
4317181;6970018;44;0.0001608585511378;0.0046803754586906;-1.575826534796449e-05;0.0001513159008971;0.0046803754586906;0.0047784344368518;0.0007021867602262;4
4318315;6966083;3;0.0009094005415026;0.0009147886992012;-5.850775333869873e-06;5.85077533386938e-06;7.238628239767948e-06;0.0015751500823383;4.821729788978552e-06;0
4320238;6495167;37;4.729317143735343e-05;0.0011515621645958;-4.701554402121008e-06;6.398180509567215e-05;0.0011515621645958;0.0011562649645767;0.0001841116610307;4
4320338;5356501;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4321847;7318719;80;0.0061101928212923;0.0209933435739887;-2.6665423914155545e-05;0.0013468802545576;0.0209933435739887;0.0795812427218846;0.0064676287077352;4
4324259;5360441;39;0.0029936966109572;0.0094962674502985;0.0001047485234056;0.0004551431619441;0.0083177893501617;0.0247695275528823;0.0026017890228287;4
4329307;5700891;50;0.0020384601418214;0.0045250741972053;-3.0905553062675074e-05;0.0001519231486494;0.0029367733534883;0.0151760525219402;0.0006715144474834;4
4330543;6799226;33;0.0054625286512535;0.0083026773841981;0.0001632789118635;0.0002918900461563;0.0024584872369686;0.0329047985761121;0.0017235581023713;4
4330739;7107784;37;0.0029210751165759;0.0060312341848953;0.0001827525815906;0.0003188711827908;0.0040842791481725;0.0221444698442512;0.0021727326841823;4
4331744;6327198;50;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4335218;5692239;60;0.0003264907614606;0.0034505492623701;-1.6970926385839918e-05;0.0001482583427997;0.003239600532723;0.0057091431955426;0.000660789212332;4
4336596;5371584;12;0.0023203013753022;0.0025187312612282;-2.3721492950550658e-05;2.872101810172362e-05;8.273012062570088e-05;0.008043382099582;8.680146557989752e-05;0
4336660;5360385;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4336672;5360413;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4336683;5360395;12;0.001608902427868;0.0017043895541549;-1.1584995913282507e-05;1.4254325124520762e-05;3.7621509096924174e-05;0.0055754288587876;4.339997177883963e-05;0
4336973;5534173;62;0.0041002518710764;0.0401013104118838;0.0002620031587072;0.0010227134183506;0.0130153107476787;0.0787010802506788;0.0091153114517201;4
4338951;6895108;17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4339836;6962169;34;0.0001296337522805;0.0001577083078868;1.3124128702078562e-06;7.4058369129137855e-06;0.0001410546912439;0.0007707345937611;2.581887316341729e-05;4
4340719;6719379;62;0.0726920492828866;0.1483754385034771;5.0778691730682216e-05;0.0073414253141837;0.0706011453442659;0.6017673785592076;0.0235918479986243;3
4340872;5483436;61;0.0041374101971078;0.0396550681088619;0.0002851784517007;0.0009495963028183;0.0130273120402972;0.0773726974725261;0.0090012078995334;4
4341085;5398468;48;0.0164011489090278;0.0438976443021624;0.0005071020609232;0.0020318739796366;0.0157589364819749;0.1313374200325825;0.009506170140013;4
4341228;5398519;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4343392;5588622;56;0.0017195877391401;0.0168349439430833;1.0128362499754926e-05;0.0006570828864716;0.008996312574722;0.0240753284824571;0.0027190808910383;4
4343443;5588345;6;0.031323782918036;0.0407932822290785;0.0012613965546193;0.0035612204533422;0.01269272087737;0.0774832042705684;0.0044077712859819;0
4348200;5378344;61;0.0120532475641248;0.0216988217480908;0.0001652765581786;0.00165295379908;0.016514123668299;0.1043472829296393;0.0057634064202038;4
4349221;5383754;3;0.0121728750864505;0.0211489538720797;0.0067226169137812;0.0067603856155444;0.0134830025293254;0.0237779806206737;0.0063470649066096;0
4349227;5386120;5;9.560773457689589e-06;2.392121074095131e-05;-7.168652383593896e-06;5.9899412336014976e-06;2.392121074095131e-05;3.3802449720082245e-05;1.1709514605929485e-05;0
4349514;7383491;6;0.0092531243025948;0.0119613332990847;0.0009410835919037;0.0021101127979662;0.0051244867661204;0.0232435228364766;0.0021031523044461;0
4349817;5389675;3;0.005793236129789;0.0061555020571414;-0.0003876765008682;0.0003876765008683;0.0004639082214163;0.010049339027449;0.0003185698887892;0
4349823;5383480;35;0.0258518104885751;0.0330491348871117;-0.0004724864040525;0.0013268227881729;0.0161069195964423;0.1586717772236462;0.0071427669578756;4
4349823;5383618;35;0.024943911359455;0.0322375971111498;-0.0004614790677507;0.0013157043827532;0.0160833286777131;0.1533778415240174;0.0070666364675833;4
4349823;5383631;35;0.0240349379392969;0.0314252582120132;-0.0004504380735393;0.0013045636437116;0.0160597125559049;0.1480862343041916;0.0069914117300973;4
4349824;5383743;35;0.0231248902281007;0.0306121181897019;-0.0004393634214182;0.001293400571048;0.0160360712310177;0.1427979652129141;0.0069171416202044;4
4349841;5386107;35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4349842;5386038;35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4349865;5385832;35;0.0222137682258665;0.0297981770442159;-0.0004282551113875;0.0012829740272203;0.0160124047030516;0.1375142000089665;0.0068438768177272;4
4349869;5385998;35;0.0213016040318695;0.0289834347755553;-0.0004171090604066;0.0012751704644381;0.0159883250119587;0.1322363790010245;0.0067716177213277;4
4349870;5386047;35;0.020408161987007;0.0281855160935631;-0.0004060770820319;0.0012676912862665;0.0159597311049013;0.1270755418230311;0.0066995430132845;4
4349871;5386094;35;0.018577531456489;0.0265512248171937;-0.0003835628042791;0.0012538862279436;0.0159106445841461;0.1165575013582814;0.0065602428032077;4
4349873;5386200;35;0.0167250174013872;0.0248977065846316;-0.0003608247904041;0.0012397120635082;0.0158656087100707;0.1060015952410769;0.0064274432730026;4
4349877;5399108;8;0.0030588663765838;0.0036539803752514;2.561983057378988e-05;0.0003280570229564;0.0010467382558287;0.0087015029137244;0.0003284137784858;0
4349881;5386579;35;0.0158064983572167;0.0240781575769228;-0.0003494634954317;0.0012330805316785;0.0158409898404563;0.1008040586176959;0.0063625457005724;4
4349885;5391083;3;0.004418936435747;0.004693848956144;-0.0002959683280921;0.0002959683280922;0.000359135751178;0.0076654322940205;0.0002434848282019;0
4351978;7385637;10;0.0025301984916606;0.0034199193653075;-9.27117343724092e-05;0.0001494132201355;0.0008162779531476;0.0080973199094645;0.0003933885667115;0
4352370;7385847;45;0.0074841801634332;0.0211084122946437;-0.0001524846998103;0.0012890462237312;0.0180634069854875;0.0647070812410009;0.0060853622011927;4
4353696;5418853;8;0.0246414051694909;0.0389088362212788;0.0033567842498673;0.0056885766324969;0.0130445746123107;0.0745552773493754;0.0093601455038515;0
4354275;5326741;42;0.0002514317845703;0.0010650589634905;2.4986163532324344e-05;2.786565978623791e-05;0.0006689200188041;0.0030761313548597;0.0004025936902516;4
4359763;5246243;38;4.1414676807760505e-05;0.0002282948656484;5.244105127370472e-06;6.388011623413333e-06;0.0001025536073851;0.000550037971772;7.903448665940464e-05;4
4363192;6268409;60;0.0071331591732908;0.0213167027817416;-0.0001040296603826;0.0016246998911074;0.0141986899860772;0.063850052478487;0.0041310039417703;4
4364873;6527689;40;0.000847479804371;0.0022969248020607;-1.3498441929650164e-06;9.899879747343686e-05;0.0012256102711465;0.0057730730723497;0.0003390977715208;4
4365229;6269389;49;0.0222706414966883;0.0298720215225359;0.0004738526120062;0.0012099917908968;0.0223017251415112;0.1696962512878585;0.0095764651355471;4
4365306;6267917;7;0.0162625111497189;0.0219483317986845;0.0020227412606254;0.0025958497904502;0.0088737632383867;0.0447414492085189;0.0046370001850849;0
4365442;6269520;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4365751;6474193;30;0.0017026902275613;0.0019227972144214;-1.514271459074156e-05;1.5292748797470225e-05;3.703072284637452e-05;0.0093538953433039;0.0001317494797579;4
4366153;6269874;39;0.010248598376747;0.0193018881280845;-1.5170855556264018e-05;0.0009878756456661;0.007738343600619;0.0664019199053359;0.0028324945438111;4
4367165;6269407;39;0.0075365810793035;0.0166292620933942;1.905502544124471e-05;0.0008677426188849;0.007605714530363;0.0491229773398352;0.0022524333422975;4
4367180;6269440;39;0.0008960235858278;0.0037682416918177;-7.8614941531244e-05;9.442465465326956e-05;0.0013517736580245;0.0093646613111789;0.0012024058050964;4
4367181;6269397;39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4367620;6270028;10;0.0061030553671624;0.0087111018513695;0.0006030479085749;0.0011421741897326;0.0044141332733709;0.0204651026390142;0.0021528487610347;0
4369953;6315630;62;0.0047890859190319;0.0235188414988637;-0.0001727959432625;0.0013033624381211;0.014881748934229;0.0588157607461547;0.0057323394817037;4
4369961;6276529;39;0.0006442684993182;0.0030866342367384;-6.31385503468901e-05;7.913534869798381e-05;0.0015228972297751;0.0073911864921917;0.000992813196634;4
4369970;6276523;39;0.000382232535936;0.0009925186565417;-1.1969429516519496e-05;4.41365875311881e-05;0.0006869902965659;0.003194763308536;0.0003400054995019;4
4370123;6276950;39;0.0009750395005989;0.0024332097907497;-3.130053339428675e-05;8.06826522307208e-05;0.001486227162033;0.0069756583284057;0.0005449636551808;4
4370134;6276951;39;0.0005764332680341;0.0008487159774379;1.207008633994912e-06;4.1116666572646815e-05;0.0006676767027021;0.0040264647059789;0.0002888385602288;4
4370256;6315613;39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4370351;6315652;42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4370360;6315638;42;0.0025562767835124;0.0141387024608501;-0.0001217071047384;0.0003083851504853;0.0059026092550735;0.0231042508642456;0.002484979957058;4
4370381;6315634;3;0.0108356664629175;0.0136017897091722;-0.0026858096380303;0.0026858096380297;0.0029267504627044;0.0191494347583487;0.0021958937798736;0
4370604;5902119;58;0.001742101900775;0.0024505829665662;2.0278813565318092e-05;0.0001232189608261;0.0015139584497041;0.0138543421978073;0.0005238697824227;4
4372319;6320939;39;0.0037501182939977;0.0044875923904327;-2.6451314865595427e-05;0.0001184265452945;0.0015752029635223;0.0237742501309875;0.0006552131724096;4
4377597;5635930;36;0.0072655800148139;0.0414980394651578;0.0007802771620489;0.0013966509951926;0.0129833654846178;0.0823172835948745;0.0116377542604747;4
4388011;7180196;42;0.0027151728556365;0.0063619756440333;0.0001809803041294;0.0003144471291302;0.0043320211001554;0.02368569343948;0.0024464804700671;4
4388160;7034477;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4388355;6671520;30;0.0020411628137021;0.0612348844110641;-0.0003950637703939;0.0021115477383125;0.0612348844110641;0.0612348844110641;0.0109919981499803;4
4388732;6448913;50;0.019487970089739;0.026672973614805;0.0003364110176647;0.0014309274671499;0.0125725408471902;0.1455472411226461;0.0066256327810792;4
4391277;5665371;44;0.0075786712543498;0.0436933894394934;0.0005556988484391;0.0012767143600991;0.0129464518025356;0.0895352603365323;0.0111695278368752;4
4391327;7041380;35;0.0014057602638734;0.0055100605866675;-1.106013559461637e-05;0.0003349362655852;0.0053515436066282;0.0150308498042658;0.0021163363131088;4
4391464;6336651;17;0.0001456225498763;0.0001952233055937;-1.025017915436436e-05;1.126784583922268e-05;0.0001242778862984;0.0006482463596535;5.927135170086e-05;0
4393915;6230108;55;0.0030854646695409;0.0066053314460957;6.817266703396296e-05;0.0002663039428127;0.0039465867379494;0.0257210085579315;0.0015838113337652;4
4397166;6459856;55;9.79374495565805e-05;0.0020037546696333;-8.95851895014657e-06;7.703929751864715e-05;0.0020037546696333;0.0031208378890932;0.000409258380457;4
4400110;5687684;48;0.005372553816116;0.0443167565699901;0.0005600426157;0.0010963205573572;0.0129182755094435;0.0900527838603255;0.011835694445771;4
4400669;7280583;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4404021;6921779;44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4405088;5204131;18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4405134;5204102;18;0.002828392877722;0.0040023422737298;0.0001790886608854;0.0001581625608267;0.0023584180018596;0.0128750278161216;0.0010997431112265;0
4405163;5204124;18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4409535;5320161;57;0.0053861480190469;0.0130376970279826;5.896067423633029e-05;0.0008746318814891;0.0128312804202921;0.0517804962747084;0.0042459808383089;4
4409755;6456379;44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4410098;6636413;43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4412277;6137754;9;1.9980907472638317e-06;2.1554666225993493e-06;-3.4432186780415725e-08;3.5553714081778354e-08;5.690913895704955e-08;6.000325919611827e-06;8.982169550682862e-08;0
4412366;7499860;40;0.076888104053409;0.1298977507997587;0.0035471763271226;0.0040975733520057;0.0460719334665706;0.556511399360001;0.0427883499975496;3
4412407;5720366;12;0.0258000258639275;0.0493526524131074;0.0043375181651592;0.0050662351334133;0.0128255448262888;0.1048700308689951;0.0158377906695557;0
4412514;6452865;44;0.0010177761139188;0.0013820164244665;-1.1183604203319536e-05;2.8889561175283625e-05;0.0003411546754753;0.0068271955302067;0.0001531782393804;4
4413078;6107688;49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4413151;5817571;35;0.00261823207912;0.0044424033897453;5.939463474352502e-06;0.0001496271885495;0.0020079358346751;0.0166037405287966;0.0010107186529953;4
4413810;6456024;61;0.0012335484699052;0.0039948673539692;-4.547053490608233e-06;0.0002386652974633;0.0039948673539692;0.0128755420168384;0.0010936435624533;4
4414231;5193564;55;0.0040680420680435;0.0110893934801747;0.0002040373743364;0.000290422294444;0.0053491285400182;0.0408593279631745;0.0037155485020183;4
4414314;6139113;9;0.002361879468332;0.0024069377285692;-1.1522735983755578e-05;1.3574345705532806e-05;2.58188914938136e-05;0.0070862407000464;3.079619860782253e-05;0
4414346;6139115;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4414371;6138599;9;0.0007878481813182;0.0008029113169182;-3.85047649091312e-06;4.531521144087182e-06;8.618041904998193e-06;0.0023637460877097;1.028891477214074e-05;0
4414373;6138570;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4414750;5407741;3;0.0027169666725462;0.0030128399555151;-0.0002772372437229;0.0004438099244532;0.0007210471681761;0.0047361119261645;0.0003082382617263;0
4414781;6455723;11;0.0023834755067459;0.0025019543487411;-1.6177983446325695e-05;2.0337482927788127e-05;5.754660517279936e-05;0.0079071694751767;5.462159523700588e-05;0
4414838;5407749;3;0.0007493664679139;0.0007547888531089;-5.681760445362377e-06;5.681760445361739e-06;6.459886196575758e-06;0.0012979658231857;4.653617110739035e-06;0
4414895;6456170;11;0.0031311506431362;0.0032875734456865;-2.2066553615174515e-05;2.744681789771529e-05;7.460626840682244e-05;0.0103877309881072;7.3736158111891e-05;0
4414974;5407564;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4415002;5407436;55;0.019860757338914;0.0340379121303374;1.863644710289612e-05;0.0018335266434409;0.0182599765066623;0.1708133673279713;0.0116638321659758;4
4415801;5816457;60;0.0008931612195617;0.0035682572774303;-4.55503809142108e-05;0.0002492166523627;0.0034694103707239;0.0118772480901117;0.0012463600626512;4
4416779;6458216;52;1.228119692098581e-07;1.6384390918459804e-06;1.307449527396521e-08;3.3680014877209646e-08;1.6384390918459804e-06;3.193630861019314e-06;4.25508147075407e-07;4
4417625;5318995;38;0.0071462176874125;0.0125587699023874;0.0002843067347005;0.0003298320198185;0.0053255067355614;0.0491391009859956;0.0035320003678701;4
4417629;5319107;38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4417764;5319413;47;0.0087830780255375;0.016551807725716;0.0003125517797533;0.000582963352269;0.0052801336368899;0.0679796739786525;0.0046023594155326;4
4418327;7260772;5;0.0009490291253552;0.0009567926668126;-9.995947484722964e-07;7.442865791778061e-06;1.1085622999165256e-05;0.0021221227894257;4.974525860764894e-06;0
4418418;6394389;4;0.00352198401066;0.0035665542151303;-2.770615666347093e-05;2.99519323224338e-05;4.189619864403962e-05;0.007044256604541;3.1881127800393615e-05;0
4418891;6383341;57;0.0062921590268504;0.0256769374416433;-0.0002930707358377;0.0013217056295283;0.0153502736877144;0.0665528406999413;0.0061737680605601;4
4419117;5660359;60;0.0037400298506342;0.0073962185530496;-4.751450094946965e-05;0.0006091222115823;0.0064812592160762;0.0333676179703647;0.002137477220144;4
4421125;6472469;32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4421756;6763717;11;0.0006069274592594;0.0006381942787531;-4.101073357107298e-06;5.372398922485859e-06;1.4730569651454604e-05;0.0020134949174588;1.4114575956238788e-05;0
4422290;6688379;29;0.0722543778792764;0.0971187628874457;0.0014186055145992;0.0026452860818546;0.021367957973116;0.3962134478445795;0.0138774658498174;3
4422311;6688368;29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4422314;6688403;29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4423510;6389733;4;0.002780190403115;0.0028154937354281;-2.2039545932265723e-05;2.4080595321197395e-05;3.592096360331134e-05;0.0055606162928722;2.5587332137470577e-05;0
4424477;5696845;33;0.0019973724184869;0.0029326114226571;-8.671167755321104e-05;0.0001160496594889;0.0024289352317774;0.0127897905926594;0.0009835827571552;4
4425491;5183509;12;0.0050939681391769;0.0055486485241976;0.0001266297816875;0.0001623238654114;0.0007407804739872;0.017755694375142;0.0005688105944315;0
4425831;6681724;29;0.072350914796146;0.0971977065229234;0.0014139372604545;0.0026420518305058;0.0213559507837821;0.3966866372705183;0.0138405911096303;3
4426667;6769675;61;0.0098508773860271;0.0770144007265845;-0.0001615946692056;0.0030210611727656;0.0513650267783483;0.1774993635637581;0.020480537408017;3
4428015;7226907;55;0.0102060643837714;0.0261178328622984;-6.73754966263327e-05;0.0012370377548311;0.0175329654491319;0.0843255859403431;0.0050123450923591;4
4428300;6683535;48;0.0626422111751038;0.0994603462418512;0.0014961450395727;0.0050137561523023;0.0471408558335331;0.4697051149293254;0.0259280483531139;3
4429528;7502947;36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4429942;7228744;16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4429948;7228739;16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4431144;5695010;61;0.0026041391085654;0.0060122027335142;-2.039400421831036e-05;0.0003286879570406;0.0047508947676139;0.0242818803674866;0.0016982910594474;4
4432020;6452796;4;0.000760477496411;0.0007707217488043;-6.159660099701594e-06;6.3961966587971954e-06;8.87879426450576e-06;0.0015210187391222;6.962660603239093e-06;0
4435281;7498705;8;0.0014531177071767;0.0014854139722322;-1.1158254917976992e-05;1.0842785724797316e-05;2.787368720133629e-05;0.0041107107546147;2.6301950549228014e-05;0
4435576;7499016;47;0.0028536379245447;0.0178593083455617;8.126219738443441e-05;0.0010258663844073;0.0167883400336697;0.0268651825864162;0.0026856803622913;4
4438895;6446967;32;0.0031172338797289;0.0035515007568117;-1.313993994797068e-05;6.638925594496348e-05;0.0012309091901361;0.0177178320834527;0.0003047984881277;4
4442234;6446156;57;0.0032565896704119;0.0053991762180512;0.0001038339862824;0.0001525624800031;0.0050801557650872;0.0298100903852102;0.0022326722276258;4
4442337;8421628;34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4445751;5558183;31;9.283263985762856e-05;0.0001327135699896;-1.7534392498017025e-06;5.042964118577291e-06;3.625310742607775e-05;0.000529651462527;2.0772036138893683e-05;4
4446092;5839830;37;0.0001052062341273;0.0007887910731937;1.475233779641503e-05;2.2521357022080756e-05;0.0007887910731937;0.0017409315658368;0.0002661697133894;4
4447122;5160077;9;0.0007016990942538;0.0007989476570731;4.939153876319472e-05;0.0001024922535513;0.0007913729724517;0.0022306754587426;0.000245962606089;0
4449648;7249282;30;3.202859037238092e-05;4.43985987802225e-05;-1.4952621107221994e-06;2.0230987028678487e-06;1.8058691284971048e-05;0.0001949719495749;1.5533987558258543e-05;4
4451525;6238685;43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4451549;7244002;16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4451557;7244004;16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4452278;5163476;8;9.232620893285491e-06;9.832527475768964e-06;-1.5085997420164977e-07;1.5728884228929445e-07;2.655759817995649e-07;2.613244781017447e-05;3.490200707763274e-07;0
4453687;5164484;9;0.0046206523075604;0.0047586353355477;3.0279408909766933e-05;0.0001147687442584;0.0007492347116769;0.0138783644609993;0.000224882780837;0
4453713;5164133;9;0.0038380525361377;0.0039679348800959;3.40859654942123e-05;0.0001123297095238;0.0007577051148498;0.0115345163813464;0.0002283376447687;0
4453840;5162097;41;0.0020413370081449;0.0043386222253287;7.781907581973048e-05;0.0001784808619465;0.0026771951730433;0.0151482327955517;0.0011957203035227;4
4454942;5777274;71;0.0099230280874383;0.0873637363310113;-7.248504623145386e-06;0.0029629755941165;0.0811257702026762;0.2031976766306067;0.0219789192380508;3
4456059;5173516;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4456061;5173463;18;0.0015151908087752;0.0017931281144122;-8.043221726816953e-06;0.0001070119700615;0.0008688148837167;0.0065643746184452;0.0003132763037945;0
4456071;5173492;18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4458877;5172866;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4459105;5323233;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4459119;5721164;58;0.0087071848336531;0.0820243935893789;-0.0001742233250282;0.003004331117226;0.0809929188752448;0.18694755550886;0.0229512656786253;3
4460671;5995446;38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4460672;6457103;62;0.080097248159268;0.1276725528888589;0.0006630624135054;0.0059449327231629;0.0774525592397784;0.6586946834937281;0.0241345014638346;3
4462762;5718327;47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4467078;7534618;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4467085;7534607;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4468389;7540936;40;1.700529725718349e-06;2.8248252421863925e-06;3.1184506795940825e-08;1.0488341177996202e-07;2.8248252421863925e-06;1.2196114372140458e-05;9.09301268231026e-07;4
4469834;7537331;32;0.0386893975180517;0.0434978005427482;6.952869053219917e-05;0.0007015487953498;0.0115122283273724;0.2197123134436455;0.0034172234198804;4
4470439;7537715;16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4470440;7537723;32;0.0008602349692911;0.0009892537998136;-7.495375407775186e-06;7.686634310198105e-06;1.8438745729020814e-05;0.004882147297546;6.964816903894663e-05;4
4470494;5493537;59;0.0393404509681928;0.0689724731680951;0.0004105274389417;0.0031550084937798;0.0263194952094309;0.3391575659972729;0.0200487797983362;3
4470937;7736590;32;0.0344231823655549;0.0389109319709869;0.0001067811733634;0.0006737605683407;0.0116006181504695;0.1957367477917557;0.0035102481330624;4
4471652;7911354;26;0.0104543264304187;0.0113186827823713;-5.121211582637819e-05;0.0001115719269194;0.0006930942619856;0.0533538189636431;0.0004391218968522;0
4472884;5759872;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4472902;5760807;28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4473632;5494361;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4473641;5494306;14;0.0059687624706114;0.006781507740497;4.710792253479798e-05;0.0003890435130234;0.0015825293153463;0.0224225151351636;0.0005347515416752;0
4473680;5800426;30;0.0004579732338127;0.0019390093424995;-3.99827942849937e-05;6.783476874741714e-05;0.0013970290463358;0.0035480040488702;0.0004581174610706;4
4473696;5494324;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4474222;7624640;32;1.7267280763610168e-05;2.121266386166186e-05;-1.0831618979614465e-07;4.925239103797096e-07;6.023390324110432e-06;9.83919120054458e-05;2.090759648641921e-06;4
4474361;5494647;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4475657;8134831;57;2.3786424240388662e-06;6.251361903843338e-06;6.659854047787195e-08;1.860204586063381e-07;6.251361903843338e-06;2.29151670863e-05;1.8853186945034063e-06;4
4475836;8134897;37;0.0035993811310261;0.0056716743352913;0.0001575418609625;0.0001876031737165;0.0056620544620508;0.0261517869322112;0.00235131252749;4
4475848;8134846;37;0.0017976897879788;0.0028336172377066;7.880566476317303e-05;9.374532225829216e-05;0.002831085692117;0.0130666193288171;0.0011759304935965;4
4476430;5194888;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4476960;7003772;66;0.1058514960564814;0.2740943267259056;-0.0014253434867228;0.0184156409494851;0.1963569896803205;0.9859526634936632;0.059365721450733;1
4477518;5195282;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4478825;5710586;61;0.030041816522567;0.0845437551724337;-0.0002631187330056;0.0041378163655422;0.0616417121462886;0.3206072873879324;0.0279741911463188;3
4479783;7625215;16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4479878;7799004;46;0.0234908685551658;0.0382651790176168;0.0009723652897913;0.0010849008354545;0.0277940205229203;0.1921032020995769;0.0158250479805654;4
4481401;7433523;50;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4481998;8095960;37;0.0067521380996793;0.0103808857125802;0.0003106317401158;0.0003614483789089;0.0103808857125802;0.0490359024450913;0.0044040493610849;4
4482436;7685154;32;0.0008619354990168;0.0009915136600074;-7.526422720060395e-06;7.717352887501775e-06;1.8506848568279932e-05;0.0048918669763547;6.993585709814002e-05;4
4484531;7684746;32;5.1801842290830495e-05;6.363799158498558e-05;-3.249485693884342e-07;1.477571731139128e-06;1.807017097233129e-05;0.0002951757360163;6.2722789459257615e-06;4
4484562;5957999;58;0.0005996151578701;0.0011804107790904;1.8720400556841643e-05;2.854647924230501e-05;0.0011804107790904;0.0056811893265184;0.0004437824992661;4
4484567;7684298;32;0.0369891707872531;0.0416705515440599;8.435679236145414e-05;0.0006905665175166;0.0115487031917417;0.2101509156951604;0.0034507571207259;4
4484770;5856674;51;0.0005823492327556;0.0011515621645958;9.696756678075083e-06;4.608427986947425e-05;0.0011350687113978;0.0052758072549319;0.0004545732779804;4
4484890;6989708;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4484891;6989672;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4486183;6427931;39;0.064857987823836;0.0911475357131375;-0.0004269242577634;0.001727009792418;0.0156940174749696;0.4098050580200024;0.0099799809632669;3
4486202;6427977;39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
4486460;5634524;55;0.0004420581276154;0.0023178427711264;8.810865806057296e-06;0.000129064856489;0.0023014224790136;0.0061523979219252;0.0007019991432164;4
4492412;5762057;15;0.0639801799535562;0.0922420727931431;0.0008617306267;0.0117640176900578;0.0871140395368665;0.261666601556262;0.0217063108590748;3
4492526;8220941;38;0.0029279980722934;0.0047343705832643;0.000133176479709;0.0001526303770935;0.004718168691491;0.0218265110287743;0.0019908740520166;4
4492613;8220946;38;0.0005836120015469;0.0009447035184902;2.6671192606014e-05;3.045702778757333e-05;0.0009436909002544;0.0043562266950627;0.0003984773064096;4
4492712;8220737;49;3.677485754726128e-06;1.0853992098293752e-05;-1.1933283455019616e-07;2.650037715116137e-07;1.3007038564809196e-06;2.931479684051203e-05;2.0034976633532136e-06;4
4492734;5762160;35;0.029083749838722;0.0783578491310118;0.0016474226222764;0.0063882504676425;0.0749527981067068;0.2256297993666018;0.0246712954656477;3
4494734;5134382;52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
