x;y;life_span;mean_BC;max_BC;trend_BC;mean_DeltaBC;max_DeltaBC;BC_EuclideanNorm;BC_Deviation;BC_EvolutionType
3379653;7619063;11;0.0122210852894346;0.0141814068213979;-0.0001041681830889;0.0008177245076862;0.0035648439283699;0.0407054084271955;0.0011292029794506;0
3379981;7647700;6;0.0015590208934838;0.00157851772374;-9.80845761746716e-06;9.352434692988823e-06;1.7095146925271386e-05;0.0038190362918116;1.713339944301809e-05;0
3381413;7629108;10;0.0084129993106226;0.0111351405723482;-0.0003159026912519;0.0004493614795493;0.0032445372730436;0.0268923517161725;0.0012414913137415;0
3381625;7628797;65;0.0144686584873571;0.1333333333333333;-0.000602082419057;0.004807234181626;0.1333333333333333;0.2356594955366504;0.0253978081243981;3
3387883;7604761;20;0.0119571257554504;0.0150578386804548;-0.0001533611954013;0.0005614587660082;0.0048265598584179;0.0541937370530519;0.0019685528840014;0
3387947;7604822;11;0.0025366304892855;0.0026346987016906;-8.227273230246814e-06;4.781736911601683e-05;0.0001649784967947;0.0084147747270714;5.134294362122384e-05;0
3389266;7605182;11;0.0007952783532678;0.0008352779830733;-5.503508699920191e-06;6.8618835307743004e-06;1.923895409031574e-05;0.0026383547798371;1.851705196725257e-05;0
3389589;7605395;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
3389694;7605806;42;0.0159113709835627;0.0486305327632035;-0.0006357887615128;0.0024643980800688;0.0260208167277676;0.1216215247757172;0.0099505716186066;4
3389914;7605029;44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
3390418;7605975;11;0.0131049637372091;0.0149215931669185;-4.332037852074829e-05;0.0008394393370841;0.0035401707057207;0.0436188774910975;0.0011064132671161;0
3390789;7629083;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
3392756;7646439;49;0.0002690159757142;0.0012801592675544;-1.5631738102133575e-05;5.788993220205023e-05;0.0010569557495123;0.0038194020360446;0.0004747012325417;4
3395928;7612723;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
3395941;7592206;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
3398058;7597567;7;0.0140188937964375;0.0155982073332742;7.818479238807411e-07;0.0010431667609713;0.0035609009409644;0.0372178981722945;0.0011628942608061;0
3398109;7597638;7;0.0133024186726092;0.0148899788940365;6.710832966951144e-06;0.0010377813278534;0.0035640346196288;0.0353296717174456;0.0011652900235439;0
3398399;7597817;53;0.0070084806362469;0.0223451411976002;-0.000353650909721;0.001095678281589;0.0102814735491748;0.0700314792842609;0.0065891730045175;4
3398402;7597792;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
3398402;7597796;53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
3398405;7597770;11;0.0320122426664865;0.0540621749682191;-0.0020007082867783;0.0054107338353222;0.0272185492171247;0.1109387171314728;0.0096990087256318;0
3398427;7597820;53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
3398431;7597772;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
3401852;7592255;63;0.0037526089458498;0.045389028222203;-0.0001719540486246;0.0015229763449682;0.0442364652862005;0.0784617853048245;0.0091452833688561;4
3401968;7916555;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
3402765;7596438;39;0.0205469091411502;0.0350637505124296;-0.0011625463316991;0.0011900292905855;0.0275517735868669;0.1592081953539775;0.0150915207411463;4
3402998;7616091;8;0.0008404128879818;0.0010381239889436;6.254728914833139e-06;0.0001450314414401;0.0003325644042961;0.0023990928219201;0.0001147256455095;0
